Sample_Code,Description,Date,Plot,Sample_Category,Filter045_ml,Filter022_ml,DNA_TotalReads_STD,DNA_TotalReads_NonSTD,DNA_CopySum,Standard_curve_validity_16S,Standard_curve_validity_18S,Standard_curve_validity_ITS,Standard_curve_validity_COI,DADA2_Input_16S,DADA2_Input_18S,DADA2_Input_ITS,DADA2_Input_COI,DADA2_OutputProp_16S,DADA2_OutputProp_18S,DADA2_OutputProp_ITS,DADA2_OutputProp_COI,DNA_CopySum_16S,DNA_CopySum_18S,DNA_CopySum_ITS,DNA_CopySum_COI
S616,P5-9_3,2017-09-03,5,sample,100,30,13481,38860,3675573.95751244,Valid,Valid,Valid,Valid,12256,14140,17197,15146,0.7731723237597912,0.9938472418670439,0.8107228004884572,0.981777366961574,2549172.7884053644,1090584.4055663552,689.9882598214324,35126.77528089888
S617,P5-9_4,2017-09-04,5,sample,100,30,13379,50634,5161149.982317371,Valid,Valid,Valid,Valid,10522,26425,14028,17630,0.776563390990306,0.9926584673604542,0.8714000570287995,0.9862166761202495,2807886.911712048,2327594.3436627444,239.75065248105668,25428.976290097635
S618,P5-9_5,2017-09-05,5,sample,100,30,4271,28800,12592324.181934146,Valid,Valid,Valid,Valid,6099,16279,9468,14056,0.08919494999180193,0.9643712758768966,0.31759611322348963,0.9832811610700057,10479545.454545453,2107863.087806908,203.12513991493176,4712.514441869313
S619,P5-9_6,2017-09-06,5,sample,100,30,12076,45318,6493191.20543305,Valid,Valid,Valid,Valid,13563,20027,19499,12007,0.6949789869497899,0.9919608528486543,0.8362992973998666,0.9823436328808195,2683377.7568725822,3804851.1806699606,2092.2035809953472,2870.0643095121254
S620,P5-9_7,2017-09-07,5,sample,80,30,7472,30111,6490508.343942236,Invalid,Valid,Valid,Valid,7,16237,16793,11991,0,0.9900227874607378,0.5787530518668493,0.9831540321908098,2953909.653271048,3512637.7903327066,984.1434303418155,22976.7569081404
S621,P5-9_8,2017-09-08,5,sample,80,30,9938,39607,6712949.823378397,Valid,Valid,Valid,Valid,9372,19239,23558,7858,0.6339095177123346,0.9966734237746244,0.7079972833007896,0.9862560447951133,3224441.5496695135,3483458.502833698,3181.281773692173,1868.48910149375
S622,P5-9_9,2017-09-09,5,sample,80,30,14935,57520,6326480.102571006,Valid,Valid,Valid,Valid,15047,23806,27161,13790,0.818369110121619,0.9952532974880283,0.8396229888442988,0.9893401015228427,1810028.2950582358,4508908.058488442,2944.2872900654706,4599.461734263372
S623,P5-9_10,2017-09-10,5,sample,50,30,10608,44703,7939760.907065217,Valid,Valid,Valid,Valid,8456,16647,31926,11333,0.6443945127719962,0.9967561722832943,0.6920691599323435,0.9859701755933998,3276255.8901046254,4640565.152484538,3249.7495532410553,19690.11492281304
S624,P5-9_11,2017-09-11,5,sample,50,20,7435,24346,7516654.387308732,Valid,Valid,Valid,Valid,7167,9251,13379,10221,0.4709083298451235,0.9956761431196628,0.6790492562971822,0.9891400058702671,4078932.953549519,3388974.0398293016,1426.9020899824973,47320.49183992846
S625,P5-9_12,2017-09-12,5,sample,50,20,11823,132722,9012482.368310677,Valid,Valid,Valid,Valid,13345,25092,104121,25852,0.7478456350693143,0.9941814124023594,0.8074163713371942,0.9883181185208108,5154993.160054721,3786074.2713332553,28429.26451168398,42985.67241101626
S626,P5-9_13,2017-09-13,5,sample,50,20,3841,37014,8176462.354290571,Valid,Valid,Valid,Valid,7195,8163,13575,26522,0.12675469075747048,0.9908122013965454,0.4105340699815838,0.9909509086795868,5106097.56097561,2932620.592383639,2495.624635386282,135248.57629593572
S627,P5-9_14,2017-09-14,5,sample,50,20,18229,60689,8846255.326970475,Invalid,Valid,Valid,Valid,16,27043,26291,29504,0.25,0.9970047701808231,0.8675212049750866,0.9877982646420824,5746532.7780519165,3089293.6374123706,1882.6756268825036,8546.235879303627
S628,P5-9_15,2017-09-15,5,sample,50,20,17284,67775,10980757.937870195,Valid,Valid,Valid,Valid,19972,23449,27180,22182,0.8116863609052674,0.9974839012324619,0.8638337012509197,0.9908484356685601,6386967.995128221,4575540.840096185,2707.0944734010004,15542.0081723885
S629,P5-9_16,2017-09-16,5,sample,50,20,14789,49232,3707287.648427109,Valid,Valid,Valid,Valid,14752,12503,22849,21766,0.7146827548806941,0.9919219387347037,0.8533852685019038,0.991316732518607,3127555.4028517436,566570.113455414,4055.9671150302515,9106.165004921051
S630,P5-9_17,2017-09-17,5,sample,50,20,25161,89222,8100669.937623131,Valid,Valid,Valid,Valid,20593,33534,42644,28974,0.7660370028650513,0.9973757976978589,0.8570959572272769,0.9875060398978395,4383020.314778498,3673871.2650985382,2750.9787055349348,41027.37904056001
S631,P5-9_18,2017-09-18,5,sample,50,20,14995,54799,7488083.103284042,Valid,Valid,Valid,Valid,13083,19403,27176,20457,0.6812657647328595,0.9947430809668608,0.7852148954960259,0.9894412670479542,4543222.794591114,2893588.051963183,2477.7313586717214,48794.52537107353
S632,P5-9_19,2017-09-19,5,sample,50,20,17862,44051,9154833.616623087,Valid,Valid,Valid,Valid,14725,18532,22494,14233,0.7034295415959253,0.9974098856032808,0.8450697963901485,0.9879856671116419,5281705.294302238,3678924.9251554464,709.7867757915144,193493.61038961035
S633,P5-9_20,2017-09-20,5,sample,50,20,12050,62875,8329037.855791,Valid,Valid,Valid,Valid,12166,25077,12775,31093,0.7200394542166694,0.994138054791243,0.8333463796477495,0.9837905637924935,5557396.760462157,2755807.38128011,810.6670753668725,15023.046973365621
S634,P5-9_21,2017-09-21,5,sample,50,20,7108,37742,5040341.960998665,Valid,Valid,Valid,Valid,5472,9337,5112,30060,0.4605263157894737,0.9967869765449288,0.6741001564945227,0.9839321357285429,1977041.2493634368,3056125,348.44854070660523,6827.2630945213705
S635,P5-9_22,2017-09-22,5,sample,50,20,12036,58951,8331980.957223301,Valid,Valid,Valid,Valid,14941,25897,11752,23958,0.7793989692791647,0.9940533652546627,0.8495575221238938,0.9856832790717088,5973023.338361879,2349233.0315129044,1061.5244308814758,8663.062917636458
S636,P5-STDNC1,NA,5,std_nc,NA,NA,43317,1387,20460.329766312927,Valid,Valid,Valid,Valid,17546,16881,5987,5893,0.9592499715034766,0.997334281144482,0.8981125772507099,0.9604615645681317,7671.724628510692,220.17626528858,270.99031216361686,12297.438560350036
S637,P5-STDNC2,NA,5,std_nc,NA,NA,44861,3656,31476.972286842043,Valid,Valid,Valid,Valid,18292,17035,6001,9010,0.9608025366280342,0.9973583798062812,0.872187968671888,0.9675915649278579,4218.485722813652,646.9924689995457,0,26611.494095028844
S638,P5-STDNC3,NA,5,std_nc,NA,NA,61063,169,21863.253958159767,Valid,Valid,Valid,Valid,21765,23235,10668,8035,0.9591086606937744,0.9966429954809555,0.899981252343457,0.9457373988799004,11554.199087738125,10103.897231402982,205.15763901866043,0
S639,P5-PCRNC1,NA,5,pcr_nc,NA,NA,2,469,0,PCR_NC,PCR_NC,PCR_NC,PCR_NC,104,384,142,2,0.8557692307692307,0.9947916666666666,0,0,0,0,0,0
S640,P5-PCRNC2,NA,5,pcr_nc,NA,NA,5,95,0,PCR_NC,PCR_NC,PCR_NC,PCR_NC,74,88,9,6,0.21621621621621623,0.9318181818181818,0,0.3333333333333333,0,0,0,0
S641,NC-5_22,2017-05-22,NC,field_nc,200,30,52918,50,400.51091262811883,Valid,Valid,Valid,Valid,10856,20092,22620,4354,0.9168201915991157,0.9931315946645431,0.8668877099911583,0.7928341754708315,356.5949888311757,40.07960815432521,3.8363156426178953,0
S642,NC-5_24,2017-05-24,NC,field_nc,200,30,24408,208,1426.166775426866,Valid,Valid,Valid,Valid,4206,5810,8234,17546,0.16096053257251544,0.9958691910499139,0.6154967209132863,0.7457540180098028,0,1402.3502064989377,23.274324138877446,0.5422447890507284
S643,NC-5_25,2017-05-25,NC,field_nc,200,30,34680,2,28.05210806862941,Valid,Valid,Invalid,Valid,12337,17027,NA,8040,0.9198346437545595,0.9969460268984554,NA,0.7909203980099503,0,7.0378101883392175,21.01429788029019,0
S644,NC-5_26,2017-05-26,NC,field_nc,200,30,69281,219,18.982727721127155,Valid,Valid,Valid,Valid,12892,13925,29954,21410,0.9329816940738442,0.9988509874326751,0.8700006676904587,0.8175151798225129,0,0,18.754271621702934,0.22845609942421952
S645,NC-5_27,2017-05-27,NC,field_nc,125,30,61200,133,29.088636306987148,Valid,Valid,Valid,Valid,12909,15441,21573,17961,0.9350840498876752,0.9983161712324331,0.8921800398646457,0.8128723345025333,0,15.794971463553436,12.672712677836419,0.620952165597294
S646,NC-5_28,2017-05-28,NC,field_nc,100,30,66516,133,197.93265580629884,Valid,Valid,Valid,Valid,17085,19465,27102,9231,0.9292947029558092,0.9966606730028256,0.8820013283152535,0.8090131080056332,151.5762500035749,36.746722437797615,7.435118073415943,2.1745652915103983
S647,NC-5_29,2017-05-29,NC,field_nc,100,30,70122,275,21.084901859358762,Valid,Valid,Valid,Valid,15029,20589,33447,8572,0.9268747088961341,0.9973772402739327,0.8724549286931563,0.787564162389174,0,0,18.025059419201202,3.059842440157561
S648,NC-5_30,2017-05-30,NC,field_nc,100,30,49319,87,117.24459081708918,Valid,Valid,Valid,Valid,12251,9963,18579,14954,0.9267814872255327,0.9978922011442337,0.8606491199741644,0.8104854888324194,106.82339472655225,0,9.758278755359163,0.6629173351777627
S649,NC-5_31,2017-05-31,NC,field_nc,100,30,56707,261,758.264766157169,Valid,Valid,Valid,Valid,10446,16816,20919,12512,0.9490714148956538,0.9960156993339676,0.8686361680768679,0.9697890025575447,118.81623164233174,634.9865765206204,2.754606169278345,1.7073518249385382
S650,NC-6_1,2017-06-01,NC,field_nc,100,30,24926,17621,2386001.242283596,Valid,Valid,Valid,Valid,5853,13475,16460,14671,0.5689390056381343,0.9820408163265306,0.7174362089914945,0.9661918069661236,913916.4473240199,1471311.5397188624,769.964947844081,3.290292869761285
S651,NC-6_2,2017-06-02,NC,field_nc,100,30,42709,327,735820.9861920639,Valid,Invalid,Valid,Valid,14895,NA,21165,12374,0.945619335347432,NA,0.8850460666194189,0.8258445126878939,128.4898323328905,735655.7698594312,34.26504631839105,2.461453981296787
S652,NC-6_3,2017-06-03,NC,field_nc,100,30,49059,173,215.08067851084198,Valid,Valid,Valid,Valid,16474,11976,22799,1429,0.9453684593905548,0.9976619906479626,0.8903460678099917,0.9874037788663401,194.45373908857698,0,20.626939422264996,0
S653,NC-6_4,2017-06-04,NC,field_nc,100,30,33526,77,169.3965974590386,Valid,Valid,Valid,Valid,12686,11090,17590,542,0.6948604761154028,0.9982867448151488,0.7495736213757817,0.981549815498155,136.85012329421482,16.102547323008316,13.071678888005419,3.3722479538100383
S654,NC-6_5,2017-06-05,NC,field_nc,100,30,78228,171,84.75971763010072,Valid,Valid,Valid,Valid,19707,17867,21937,23166,0.9486476886385549,0.9930598309733027,0.896020422117883,0.9628334628334628,65.45755448106362,10.131123229912642,7.463892582742315,1.7071473363821295
S655,NC-6_6,2017-06-06,NC,field_nc,100,30,54209,243,191.627503510877,Valid,Valid,Valid,Valid,15832,14363,21322,7878,0.8967281455280445,0.9979112998677157,0.8547509614482693,0.977024625539477,168.35738779218337,0,19.08139758344462,4.188718135249009
S656,NC-6_12,2017-06-12,NC,field_nc,100,30,44652,127,30.634179481984138,Valid,Valid,Valid,Valid,11354,11594,13625,12500,0.8950149726968469,0.9966361911333448,0.8074128440366972,0.96488,0,10.718308140771818,18.83936416646697,1.0765071747453467
S657,NC-6_19,2017-06-19,NC,field_nc,100,30,58130,121,28.244846975055157,Valid,Valid,Valid,Valid,9963,11081,22442,18624,0.9508180266987855,0.9981951087446981,0.8821851884858747,0.962145618556701,0,21.653354844097883,4.961957128402343,1.6295350025549311
S658,NC-6_26,2017-06-26,NC,field_nc,100,30,35721,308,72.68398980177591,Valid,Valid,Valid,Valid,3992,5806,13231,16551,0.7788076152304609,0.9975887013434378,0.8450608419620588,0.9635067367530663,0,41.71572090102817,26.69600487791946,4.272264022828278
S659,NC-7_3,2017-07-03,NC,field_nc,100,30,60299,494,314.82120748142637,Valid,Valid,Valid,Valid,10540,11544,27457,15551,0.9509487666034155,0.997920997920998,0.8902283570674145,0.9521574175294193,183.67700571824636,92.64935313958996,35.87399163347056,2.620856990119451
S660,NC-7_10,2017-07-10,NC,field_nc,100,30,46816,333,87.91620332897162,Valid,Valid,Valid,Valid,10046,9321,24167,7059,0.9550069679474418,0.9975324535993992,0.8883601605495096,0.9616092931010058,0,58.2470008913307,23.949158067670894,5.720044369970029
S661,NC-7_17,2017-07-17,NC,field_nc,100,30,44513,78,8.3099653248907,Valid,Valid,Valid,Valid,11598,10333,24784,532,0.960079324021383,0.9975805671150683,0.9127259522272434,0.9906015037593985,0,0,8.3099653248907,0
S662,NC-7_24,2017-07-24,NC,field_nc,100,30,66453,251,147.38998342011126,Valid,Valid,Valid,Valid,12635,14026,26863,17355,0.9527502967946181,0.9985740767146728,0.8863864795443547,0.9708441371362719,102.47070401240474,21.638993996451447,22.881529153987074,0.3987562572680173
S663,NC-7_31,2017-07-31,NC,field_nc,100,30,64893,320,691.5261816218308,Valid,Valid,Valid,Valid,12266,11294,25210,20531,0.9535300831566933,0.9972551797414556,0.8933756445854819,0.961083239978569,673.2013116189273,0,15.227606021608358,3.0972639812951135
S664,NC-8_7,2017-08-07,NC,field_nc,100,30,40133,280,49.99101549803003,Valid,Valid,Valid,Valid,9862,9463,21108,2861,0.9520381261407422,0.9976751558702315,0.8901838165624408,0.976232086682978,0,12.701803942936278,21.40821471048045,15.880996844613302
S665,NC-8_14,2017-08-14,NC,field_nc,100,30,71283,230,815.333745763158,Valid,Valid,Valid,Valid,11546,15029,25193,24350,0.9438766672440672,0.9963404085434826,0.8846108045885762,0.9591375770020534,666.6415103832563,141.910879611603,4.712228083693912,2.069127684604761
S666,NC-8_21,2017-08-21,NC,field_nc,100,30,38996,452,9457.507844214962,Valid,Valid,Valid,Valid,7178,7943,12899,15421,0.8994148787963221,0.9972302656427042,0.8022327312194744,0.9547370468841191,8012.820512820514,1417.4820527618201,25.266600281136032,1.9386783514921835
S667,NC-8_28,2017-08-28,NC,field_nc,100,30,79962,1062,19169.79575149578,Valid,Valid,Valid,Valid,14074,19643,28551,24043,0.9374023021173795,0.9931782314310441,0.8766768239291093,0.9687642973006696,17844.358914382523,1302.15520160661,22.82297341862195,0.45866208803062614
S668,NC-9_4,2017-09-04,NC,field_nc,100,30,47405,921,15665.326399716925,Valid,Valid,Valid,Valid,13655,11515,26933,536,0.9420725009154156,0.9973947025618758,0.8710503842869343,0.9645522388059702,14362.200068977978,1263.1355441078636,39.99078663108399,0
S669,NC-9_11,2017-09-11,NC,field_nc,50,20,58558,653,20513.698048088332,Valid,Valid,Valid,Valid,11892,11828,22768,16526,0.9480322906155398,0.9972945552925262,0.8811929023190442,0.9728912017427085,18841.47515229041,1650.7397874818462,16.70285033965964,4.780257976413703
S670,NC-9_18,2017-09-18,NC,field_nc,50,20,71252,836,17492.1284831436,Valid,Valid,Valid,Valid,20044,14634,27522,14732,0.9431750149670725,0.997539975399754,0.8859457888234866,0.9640238935650285,15343.21821589623,2124.2171310553217,23.666732611706184,1.0264035803428746
S671,NC-STDNC1,NA,NC,std_nc,NA,NA,75367,271,117552.80894672326,Valid,Valid,Valid,Valid,19523,13766,25222,21858,0.9497515750653076,0.9973848612523609,0.879708191261597,0.9688901088846189,108892.9897569613,8453.29066008951,89.81474196418306,116.71378770827044
S672,NC-STDNC2,NA,NC,std_nc,NA,NA,45557,196,119067.62016713792,Valid,Valid,Valid,Valid,13337,10107,14852,11716,0.8946539701582065,0.9970317601662214,0.8384729329383248,0.9637248207579379,112194.35809400081,6502.4791253903895,210.14729600120017,160.63565174553375
S673,PC-5_23-NC,2017-05-23,PC,pc,200,30,43986,209,315.2363135108598,Valid,Valid,Valid,Valid,7924,14388,12706,11592,0.9473750630994447,0.9974284125660272,0.8732882102943491,0.96972049689441,240.9288032657217,58.208346925189645,13.793772731383147,2.30539058856526
S674,PC-5_23-1,2017-05-23,PC,pc,200,30,17076,28981,327605.3462228323,Valid,Valid,Valid,Valid,5734,7034,10211,26162,0.8374607603767004,0.9957350014216662,0.8116736852414064,0.9923935478938919,296087.31523821515,28182.959989333023,193.60382776265718,3141.4671675214913
S675,PC-5_23-2,2017-05-23,PC,pc,200,30,26547,38088,539090.8011881859,Valid,Valid,Valid,Valid,10343,11005,19291,28035,0.9053466112346514,0.9939118582462517,0.8562023741641179,0.9921883360085607,496140.35087719304,37050.635631333826,502.19706034189556,5397.617619317109
S676,PC-5_23-3,2017-05-23,PC,pc,200,30,25696,17304,350290.47809111583,Valid,Valid,Valid,Valid,10517,8985,16920,10454,0.9129980032328611,0.9951029493600445,0.8342789598108747,0.9891907403864549,326151.4680899156,21888.037330657997,451.93989197889107,1799.0327785633995
S677,PC-5_23-4,2017-05-23,PC,pc,200,30,26444,25038,313856.58250282565,Valid,Valid,Valid,Valid,8541,11016,13509,21109,0.9168715607071771,0.9940994916485113,0.8687541638907396,0.9931308920365721,294821.83469055727,16027.298963353687,112.74318696631818,2894.705661948377
S678,PC-5_23-5,2017-05-23,PC,pc,200,30,37882,27916,314693.0831631527,Valid,Valid,Valid,Valid,11975,13887,20642,23589,0.9123173277661796,0.9962554907467416,0.8551981397151439,0.9913519013099326,292161.9717003876,21481.17126998371,251.62541047384178,798.3147823075167
S679,PC-5_23-6,2017-05-23,PC,pc,200,30,36409,22724,100366.30723276829,Valid,Valid,Valid,Valid,10474,12362,15953,23254,0.9369868245178538,0.9972496359812328,0.8762615182097411,0.9895931882686849,94496.39080982223,4433.087628648684,68.38756120584858,1368.4412330915259
S680,PC-5_23-7,2017-05-23,PC,pc,200,30,28370,17829,117576.5716638055,Valid,Valid,Valid,Valid,9692,9084,14993,16667,0.8655592241023524,0.9969176574196389,0.8131794837590876,0.99370012599748,111647.51031619211,2530.902164639591,96.28279672538984,3301.876386248415
S681,PC-5_23-8,2017-05-23,PC,pc,200,30,64480,29344,110846.18347154492,Valid,Valid,Valid,Valid,17254,18979,36375,27252,0.9200185464240176,0.9957321249802413,0.8796701030927835,0.9927344782034346,104247.75057543418,4088.915214667715,41.25900107924488,2468.2586803637823
S682,PC-5_23-9,2017-05-23,PC,pc,200,30,31915,30727,161701.88095328567,Valid,Valid,Valid,Valid,8268,15098,14198,29380,0.8478471214320271,0.9963571333951516,0.8032117199605578,0.9933628318584071,152485.8553027567,4512.8432277968495,41.48104901998113,4661.701373712143
S683,PC-5_23-10,2017-05-23,PC,pc,200,30,58229,26579,242282.95787369716,Valid,Valid,Valid,Valid,16102,18069,35039,21384,0.9134269034902497,0.9968454258675079,0.8841005736465082,0.9871866816311261,235836.44879893435,4914.543518119423,224.7911034291036,1307.1744532142761
S684,PC-STDNC1,NA,PC,std_nc,NA,NA,71399,453,34988.6243825699,Valid,Valid,Valid,Valid,24890,17829,28261,6092,0.9454801124949779,0.9974199338156935,0.8710590566505078,0.971602101116218,29837.832712576033,3959.326579261025,1001.5226869399468,189.94240379289187
S685,PC-STDNC2,NA,PC,std_nc,NA,NA,58225,189,55227.97058724989,Valid,Valid,Valid,Valid,13954,20091,27018,907,0.956786584491902,0.9974117764173013,0.8931453105337183,0.9845644983461963,49263.62753805797,3935.4952298523376,196.69089222205045,1832.156927117531
S686,PC-STDNC3,NA,PC,std_nc,NA,NA,85634,604,60720.0639110998,Valid,Valid,Valid,Valid,19178,22996,38190,10662,0.9543748044634477,0.996347190815794,0.9058130400628437,0.9782404802100919,54231.66128518805,5228.925640464649,788.6904761904764,470.7865092566297
S687,PC-STDNC4,NA,PC,std_nc,NA,NA,82299,171,21896.924476313718,Valid,Valid,Valid,Valid,22394,23800,28554,12223,0.9525319281950523,0.9935714285714285,0.8928346291237655,0.981592080503968,17288.3965501494,4323.859563981256,77.71260997067446,206.95575221238946
S688,PC-STDNC5,NA,PC,std_nc,NA,NA,54695,706,22217.720489675525,Valid,Valid,Valid,Valid,18715,11750,27432,3813,0.9202244189153086,0.9977021276595744,0.8286307961504812,0.976921059533176,18066.322049735518,1095.102136928239,1773.965630800551,1282.330672211216
